 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
31	37	134.667	276.652	46.109	47.000	61.000	0.000	0.000	65.231	0	25.467	22.768	streak	0.431	free	111.592	111.592	144.101	156.105	yes	streak-free
32	38	128.093	388.109	64.685	50.328	67.641	0.328	-0.359	58.170	0	91.325	90.089	streak	0.400	free	108.490	108.490	143.689	155.676	yes	streak-free
33	39	147.686	259.351	43.225	15.000	23.000	0.000	0.000	56.121	0	22.768	22.768	streak	0.361	free	114.163	114.163	143.830	155.823	yes	streak-free
34	40	140.953	362.360	60.393	65.344	86.000	0.344	0.000	53.475	0	81.496	22.768	streak	0.390	free	132.694	132.694	143.786	155.777	yes	streak-free
35	43	143.014	260.380	43.397	67.000	60.000	0.000	0.000	52.284	0	22.768	22.768	streak	0.344	free	116.857	116.857	144.233	156.242	yes	streak-free
36	47	133.481	158.776	26.463	44.188	87.750	0.188	0.750	49.913	0	106.545	458.638	Undefined	0.371	free	124.082	124.082	143.850	155.844	yes	Undefined-free
37	48	148.153	246.284	41.047	84.000	82.000	0.000	0.000	70.231	0	22.768	22.768	streak	0.437	free	132.000	132.000	143.978	155.977	yes	streak-free
38	49	149.651	244.139	40.690	10.984	78.000	-0.016	0.000	63.735	0	25.804	22.768	streak	0.367	free	106.245	106.245	144.134	156.140	yes	streak-free
39	51	135.661	255.200	42.533	64.000	48.000	0.000	0.000	48.384	0	22.768	22.768	streak	0.347	free	113.143	113.143	143.973	155.971	yes	streak-free
40	53	134.815	284.141	47.357	14.000	41.766	0.000	-0.234	60.234	0	22.768	74.495	streak	0.338	free	107.143	107.143	143.800	155.791	yes	streak-free
41	54	140.861	184.919	30.820	53.453	6.562	0.453	0.562	56.940	0	145.145	442.454	Undefined	0.454	free	155.714	155.714	143.763	155.753	yes	Undefined-free
42	55	142.957	238.706	39.784	35.000	80.000	0.000	0.000	57.971	0	22.768	22.768	streak	0.384	free	123.163	123.163	143.771	155.761	yes	streak-free
43	56	130.424	309.468	51.578	34.594	25.453	-0.406	-0.547	56.153	0	95.361	134.651	streak	0.370	free	114.571	114.571	143.523	155.503	yes	streak-free
44	57	124.028	340.786	56.798	40.609	53.000	-0.391	0.000	53.808	0	92.092	22.768	streak	0.358	free	107.959	107.959	143.157	155.122	yes	streak-free
45	59	142.295	365.406	60.901	21.781	69.500	-0.219	0.500	58.938	0	118.845	87.630	streak	0.413	free	122.082	122.082	143.164	155.129	yes	streak-free
46	71	130.968	252.620	42.103	50.375	24.062	0.375	0.062	52.955	0	160.365	115.289	streak	0.386	free	125.347	125.347	142.952	154.908	yes	streak-free
47	72	153.282	238.584	39.764	69.547	11.000	0.547	0.000	56.907	0	117.961	22.768	streak	0.399	free	128.286	128.286	143.170	155.135	yes	streak-free
48	74	153.062	209.651	34.942	45.969	37.922	-0.031	-0.078	58.061	0	24.214	80.620	streak	0.338	free	126.061	126.061	143.375	155.349	yes	streak-free
49	75	134.496	211.639	35.273	13.016	17.000	0.016	0.000	47.799	0	29.084	22.768	streak	0.364	free	123.816	123.816	143.236	155.204	yes	streak-free
50	80	130.574	211.564	35.261	35.984	65.000	-0.016	0.000	51.456	0	22.768	22.768	streak	0.347	free	106.939	106.939	143.031	154.990	yes	streak-free
51	81	124.108	321.662	53.610	89.125	44.469	0.125	0.469	51.385	0	121.094	84.787	streak	0.330	free	107.776	107.776	142.720	154.666	yes	streak-free
52	83	135.209	282.427	47.071	9.000	23.344	0.000	0.344	51.911	0	22.768	78.278	streak	0.366	free	109.571	109.571	142.611	154.553	yes	streak-free
53	90	132.912	225.084	37.514	69.734	51.000	-0.266	0.000	54.867	0	78.200	22.768	streak	0.340	free	112.755	112.755	142.467	154.403	yes	streak-free
54	91	130.678	236.222	39.370	31.031	15.672	0.031	-0.328	53.846	0	206.632	100.366	streak	0.357	free	110.551	110.551	142.291	154.219	yes	streak-free
55	94	133.218	268.253	44.709	43.000	31.375	0.000	0.375	47.899	0	22.768	85.931	streak	0.346	free	116.857	116.857	142.162	154.085	yes	streak-free
