 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
20	26	145.375	291.245	48.541	51.000	23.234	0.000	0.234	67.572	0	22.768	121.430	streak	0.483	free	137.673	137.673	150.195	162.451	yes	streak-free
21	27	169.889	258.619	43.103	80.984	81.000	-0.016	0.000	61.128	0	22.768	22.768	streak	0.436	free	153.653	153.653	151.031	163.320	yes	streak-free
22	28	153.848	273.932	45.655	50.984	87.000	-0.016	0.000	59.407	0	22.768	22.768	streak	0.457	free	134.755	134.755	151.186	163.481	yes	streak-free
23	29	140.142	241.458	40.243	22.984	50.844	-0.016	-0.156	59.517	0	22.768	201.416	Undefined	0.449	free	123.592	123.592	150.821	163.102	yes	Undefined-free
24	31	134.993	171.118	28.520	75.891	84.688	0.891	-1.312	62.544	0	119.150	450.227	Undefined	0.498	free	133.878	133.878	150.575	162.846	yes	Undefined-free
25	32	132.850	266.568	44.428	12.000	83.109	0.000	0.109	61.410	0	23.485	157.281	Undefined	0.407	free	118.184	118.184	150.024	162.272	yes	Undefined-free
26	33	168.327	275.126	45.854	27.609	57.328	-0.391	0.328	75.146	0	274.523	85.869	streak	0.530	bound	139.755	139.755	150.653	162.927	yes	streak-bound
27	34	168.746	352.764	58.794	80.375	71.000	0.375	0.000	67.701	0	81.496	23.485	streak	0.429	free	127.857	127.857	151.256	163.555	yes	streak-free
28	36	152.445	223.664	37.277	24.672	65.984	-0.328	-0.016	56.154	0	171.833	22.768	streak	0.370	free	124.122	124.122	151.329	163.630	yes	streak-free
29	37	151.634	226.652	37.775	54.297	50.922	0.297	-0.078	69.749	0	192.073	60.715	streak	0.403	free	122.551	122.551	151.373	163.676	yes	streak-free
30	39	141.922	259.538	43.256	19.000	22.000	0.000	0.000	62.717	0	23.130	22.768	streak	0.367	free	102.306	102.306	150.110	162.362	yes	streak-free
31	41	142.778	256.663	42.777	71.016	40.016	0.016	0.016	53.689	0	24.976	29.328	streak	0.394	free	125.388	125.388	149.944	162.189	yes	streak-free
32	42	138.534	294.373	49.062	77.609	13.516	-0.391	0.516	61.366	0	228.741	95.503	streak	0.407	free	129.959	129.959	149.675	161.910	yes	streak-free
33	43	143.572	249.344	41.557	16.000	74.000	0.000	0.000	66.760	0	22.768	22.768	streak	0.417	free	125.837	125.837	149.550	161.779	yes	streak-free
34	44	143.231	198.988	33.165	25.219	80.859	0.219	-0.141	63.921	0	249.446	110.386	streak	0.422	free	113.694	113.694	149.422	161.646	yes	streak-free
35	46	136.925	431.799	71.966	68.000	76.422	0.000	0.422	61.795	0	22.768	79.889	streak	0.414	free	116.122	116.122	149.146	161.359	yes	streak-free
36	48	145.945	471.602	78.600	80.000	59.469	0.000	0.469	58.990	0	22.768	79.488	streak	0.437	free	109.939	109.939	149.099	161.309	yes	streak-free
37	50	142.875	313.328	52.221	37.000	68.719	0.000	-0.281	63.014	0	22.768	75.432	streak	0.454	free	134.857	134.857	148.612	160.803	yes	streak-free
38	51	138.312	266.257	44.376	83.000	48.859	0.000	-0.141	48.905	0	29.106	72.424	streak	0.360	free	121.429	121.429	148.410	160.593	yes	streak-free
39	52	147.650	238.230	39.705	33.000	45.000	0.000	0.000	51.122	0	22.768	22.768	streak	0.425	free	133.245	133.245	148.420	160.603	yes	streak-free
40	53	139.169	235.974	39.329	60.000	23.797	0.000	-0.203	54.657	0	22.768	174.279	Undefined	0.366	free	113.510	113.510	148.248	160.424	yes	Undefined-free
41	56	127.338	307.456	51.243	31.797	18.797	-0.203	-0.203	48.780	0	80.887	80.820	streak	0.317	free	106.327	106.327	147.414	159.556	yes	streak-free
42	57	145.685	280.573	46.762	65.953	31.719	-0.047	-0.281	62.618	0	121.006	113.841	streak	0.472	free	144.714	144.714	147.404	159.545	yes	streak-free
43	60	155.235	217.483	36.247	69.000	59.000	0.000	0.000	57.027	0	22.768	22.768	streak	0.420	free	122.551	122.551	147.581	159.729	yes	streak-free
44	62	140.174	184.873	30.812	54.859	28.812	-0.141	-0.188	63.831	0	89.875	260.417	Undefined	0.409	free	117.898	117.898	147.461	159.605	yes	Undefined-free
45	63	137.292	262.718	43.786	88.297	35.125	0.297	0.125	60.495	0	79.461	204.649	Undefined	0.426	free	125.939	125.939	147.292	159.428	yes	Undefined-free
46	64	172.820	281.283	46.880	72.609	52.000	-0.391	0.000	54.128	0	87.317	22.768	streak	0.431	free	156.102	156.102	147.787	159.944	yes	streak-free
47	65	141.197	203.811	33.968	34.797	11.281	-0.203	0.281	52.999	0	353.734	80.119	streak	0.393	free	139.184	139.184	147.689	159.842	yes	streak-free
48	68	141.736	249.271	41.545	56.266	47.000	0.266	0.000	58.897	0	84.628	36.863	streak	0.382	free	119.367	119.367	147.604	159.753	yes	streak-free
49	69	131.933	365.092	60.849	34.578	35.031	-0.422	0.031	54.125	0	79.889	96.823	streak	0.328	free	121.204	121.204	147.350	159.489	yes	streak-free
50	76	149.002	192.135	32.023	66.000	51.000	0.000	0.000	56.918	0	22.768	22.768	streak	0.396	free	122.551	122.551	146.032	158.116	yes	streak-free
51	86	158.394	176.245	29.374	86.984	72.000	-0.016	0.000	51.389	0	22.768	22.768	streak	0.344	free	129.510	129.510	146.254	158.348	yes	streak-free
